positionName,companyShortName,city,companySize,education,financeStage,industryField,salary,平均薪资,workYear
数据分析师,微创软件,上海,2000人以上,本科,不需要融资,"企业服务,移动互联网",15k-25k,20.0,1-3年
数据分析和市场研究员,宝申数字,上海,50-150人,硕士,未融资,软件开发,20k-35k,27.5,3-5年
商业数据分析,MarcPoint,上海,50-150人,本科,A轮,"电商,广告营销",10k-15k,12.5,1-3年
BI-数据分析实习生（电商直播业务方向）,只二,上海,150-500人,本科,B轮,"移动互联网,电商",3k-6k,4.5,应届毕业生
高级数据分析师,平安好学,上海,2000人以上,本科,C轮,"移动互联网,教育",11k-15k,13.0,3-5年
数据分析师,北京理享家,上海,150-500人,本科,D轮及以上,金融,8k-10k,9.0,1-3年
高级数据分析师,脉策科技,上海,150-500人,硕士,B轮,"数据服务,企业服务",12k-18k,15.0,不限
数据分析师,掌门1对1在线教育,上海,2000人以上,本科,D轮及以上,"移动互联网,教育",12k-24k,18.0,3-5年
数据分析师,百姓网,上海,500-2000人,本科,上市公司,移动互联网,10k-20k,15.0,3-5年
高级数据分析师,叽里呱啦,上海,500-2000人,本科,B轮,"移动互联网,教育",15k-25k,20.0,3-5年
数据分析师,55海淘,上海,150-500人,本科,上市公司,电商,15k-30k,22.5,3-5年
数据分析专家,虎扑,上海,500-2000人,本科,D轮及以上,"移动互联网,文娱丨内容",25k-50k,37.5,3-5年
数据分析师,上汽大通,上海,500-2000人,本科,未融资,"其他,汽车丨出行",9k-18k,13.5,1-3年
数据分析,微创软件,上海,2000人以上,本科,不需要融资,"企业服务,移动互联网",10k-12k,11.0,1-3年
数据分析师,55海淘,上海,150-500人,本科,上市公司,电商,15k-30k,22.5,3-5年
数据分析专家,虎扑,上海,500-2000人,本科,D轮及以上,"移动互联网,文娱丨内容",25k-50k,37.5,3-5年
数据分析师,上汽大通,上海,500-2000人,本科,未融资,"其他,汽车丨出行",9k-18k,13.5,1-3年
数据分析实习生,趣头条,上海,500-2000人,本科,上市公司,文娱丨内容,3k-5k,4.0,不限
数据分析,微创软件,上海,2000人以上,本科,不需要融资,"企业服务,移动互联网",10k-12k,11.0,1-3年
数据分析师,久谦咨询,上海,50-150人,本科,未融资,"企业服务,数据服务",12k-20k,16.0,不限
03325C-数据分析师,平安产险,上海,2000人以上,本科,上市公司,金融,20k-30k,25.0,3-5年
0831I0-数据分析岗,平安养老保险股份有限公司,上海,2000人以上,本科,上市公司,金融,25k-30k,27.5,1-3年
393148-资深数据分析师,平安医疗,上海,500-2000人,硕士,A轮,医疗健康,25k-35k,30.0,5-10年
数据分析师（产品方向）（上海） (MJ000257),袋鼠云,上海,150-500人,本科,B轮,数据服务,15k-25k,20.0,3-5年
高级数据分析师（GA &amp; GTM）,飞书深诺,上海,500-2000人,本科,D轮及以上,"社交,广告营销",15k-25k,20.0,3-5年
Data Analyst 数据分析,必立弗音乐（上海）有限公司,上海,500-2000人,本科,不需要融资,文化娱乐 广告营销,10k-15k,12.5,3-5年
数据分析,爱可生,上海,150-500人,本科,不需要融资,数据服务,13k-23k,18.0,3-5年
数据分析师,盛趣游戏,上海,2000人以上,不限,不需要融资,"移动互联网,游戏",10k-20k,15.0,不限
高级数据分析师,Gridsum 国双,上海,500-2000人,本科,上市公司,"数据服务,企业服务",10k-20k,15.0,3-5年
数据分析师,上海算酷信息科技有限公司,上海,15-50人,本科,不需要融资,数据服务,7k-10k,8.5,应届毕业生
移动端数据分析师,哔哩哔哩,上海,2000人以上,本科,上市公司,"移动互联网,文娱丨内容",18k-36k,27.0,1-3年
资深数据分析师,字节跳动,上海,2000人以上,本科,C轮,文娱丨内容,20k-40k,30.0,1-3年
数据分析师,字节跳动,上海,2000人以上,本科,C轮,文娱丨内容,15k-30k,22.5,1-3年
数据分析经理,触宝,上海,500-2000人,本科,上市公司,"移动互联网,数据服务",35k-50k,42.5,5-10年
高级/资深数据分析师,触宝,上海,500-2000人,本科,上市公司,"移动互联网,数据服务",20k-40k,30.0,3-5年
商业数据分析师,驰骛科技ChiefClouds,上海,50-150人,本科,A轮,"数据服务,移动互联网",15k-30k,22.5,3-5年
高级数据分析师,安居客,上海,500-2000人,本科,上市公司,移动互联网,15k-20k,17.5,3-5年
数据分析师（新客运营中心）,上海嘉银金融科技股份有限公司,上海,500-2000人,本科,上市公司,金融,15k-25k,20.0,3-5年
11217R-高级数据分析师（GBD）,平安科技,上海,2000人以上,本科,不需要融资,金融,15k-30k,22.5,3-5年
资深数据分析师,GeexFinance,上海,150-500人,本科,A轮,金融,10k-20k,15.0,3-5年
数据分析师,GeexFinance,上海,150-500人,本科,A轮,金融,15k-25k,20.0,3-5年
数据分析师,SAS,上海,2000人以上,硕士,不需要融资,"企业服务,数据服务",10k-16k,13.0,应届毕业生
奇秀-数据分析经理,爱奇艺,上海,2000人以上,本科,上市公司,文娱丨内容,20k-40k,30.0,3-5年
数据分析师,企鹅吃喝,上海,15-50人,本科,天使轮,电商,10k-12k,11.0,不限
资深数据分析师,i云保,上海,150-500人,本科,B轮,金融,15k-30k,22.5,5-10年
数据分析师,萨摩耶数科,上海,150-500人,本科,C轮,金融,10k-15k,12.5,1-3年
风控数据分析师,小花科技,上海,150-500人,本科,不需要融资,"移动互联网,金融",8k-10k,9.0,应届毕业生
数据分析师,百姓网,上海,500-2000人,本科,上市公司,移动互联网,10k-15k,12.5,1-3年
1231GP-大数据分析师,平安金服,上海,2000人以上,本科,上市公司,金融,15k-25k,20.0,1-3年
0231CO-数据分析岗,平安人寿,上海,2000人以上,本科,上市公司,金融,10k-15k,12.5,1年以下
0231VS-数据建模设计岗,平安人寿,上海,2000人以上,本科,上市公司,金融,10k-15k,12.5,1-3年
25210V-数据分析师,陆金所,上海,2000人以上,本科,B轮,金融,13k-26k,19.5,3-5年
25316A-数据分析师,陆金所,上海,2000人以上,本科,B轮,金融,10k-15k,12.5,1-3年
奇秀-数据分析经理--3058,爱奇艺,上海,2000人以上,本科,上市公司,文娱丨内容,30k-40k,35.0,5-10年
数据分析师-上海,神策数据,上海,500-2000人,本科,C轮,数据服务,15k-25k,20.0,5-10年
大数据分析师,平安好学,上海,2000人以上,本科,C轮,"移动互联网,教育",13k-20k,16.5,1-3年
数据分析实习生,51JOB,上海,2000人以上,不限,上市公司,"移动互联网,企业服务",2k-3k,2.5,应届毕业生
数据分析师（数据工程方向）,脉策科技,上海,150-500人,本科,B轮,"数据服务,企业服务",8k-12k,10.0,不限
2021028 数据分析专员（秋季校招）,众安保险,上海,2000人以上,不限,上市公司,金融,8k-15k,11.5,应届毕业生
数据分析师,微盟,上海,2000人以上,本科,上市公司,企业服务,15k-30k,22.5,5-10年
数据分析师,51talk 无忧英语,上海,2000人以上,本科,上市公司,教育,10k-15k,12.5,3-5年
数据分析经理,怡途集团,上海,150-500人,本科,不需要融资,"电商,消费生活",25k-30k,27.5,5-10年
BI数据分析师,华尔街见闻,上海,150-500人,本科,B轮,"金融,移动互联网",16k-30k,23.0,1-3年
医药数据分析师(疫苗方向),医药魔方,上海,15-50人,硕士,天使轮,"移动互联网,医疗丨健康",8k-16k,12.0,1-3年
数据分析师（创新药方向）,医药魔方,上海,15-50人,硕士,天使轮,"移动互联网,医疗丨健康",10k-20k,15.0,不限
数据分析师,上海小牛互娱智能科技有限公司,上海,500-2000人,本科,未融资,移动互联网,20k-30k,25.0,5-10年
游戏数据分析师,上海域起,上海,150-500人,本科,不需要融资,"移动互联网,游戏",18k-30k,24.0,3-5年
BI数据分析师,虎扑,上海,500-2000人,本科,D轮及以上,"移动互联网,文娱丨内容",15k-30k,22.5,3-5年
数据分析主管,微创软件,上海,2000人以上,本科,不需要融资,"企业服务,移动互联网",5k-6k,5.5,1-3年
数据分析,掌门集团,上海,500-2000人,本科,B轮,"移动互联网,消费生活",15k-20k,17.5,1-3年
数据分析工程师,证通股份,上海,150-500人,本科,不需要融资,"移动互联网,金融",10k-20k,15.0,应届毕业生
数据分析师,乐其电商,上海,500-2000人,本科,不需要融资,电商,7k-12k,9.5,1-3年
数据分析师,上海金大师网络科技有限公司,上海,500-2000人,本科,上市公司,"金融,文娱丨内容",8k-15k,11.5,1-3年
数据分析师,阅文集团,上海,500-2000人,本科,上市公司,文娱丨内容,10k-20k,15.0,3-5年
高级数据分析师 (MJ000188),极光,上海,500-2000人,本科,上市公司,企业服务,15k-20k,17.5,5-10年
高级数据分析师,易居克而瑞,上海,500-2000人,本科,上市公司,"移动互联网,消费生活",10k-20k,15.0,3-5年
数据分析师,易居克而瑞,上海,500-2000人,本科,上市公司,"移动互联网,消费生活",8k-15k,11.5,1-3年
数据分析助理,金可国际集团-品牌眼镜事业群,上海,500-2000人,本科,上市公司,消费生活,6k-7k,6.5,应届毕业生
数据分析专员,天邦股份,上海,2000人以上,本科,上市公司,其他,4k-7k,5.5,1-3年
数据分析师,互盾科技,上海,150-500人,本科,不需要融资,"移动互联网,电商",15k-30k,22.5,1-3年
数据分析师,CLPS,上海,500-2000人,硕士,未融资,"数据服务,金融",16k-24k,20.0,3-5年
数据分析师,醇馨信息,上海,2000人以上,本科,上市公司,金融,12k-20k,16.0,3-5年
数据分析师--SQL,arvato China,上海,2000人以上,不限,不需要融资,"广告营销,数据服务",7k-12k,9.5,3-5年
数据分析师,上海定卓,上海,15-50人,本科,A轮,房产家居,14k-20k,17.0,3-5年
数据分析实习,云鹊医疗,上海,150-500人,不限,不需要融资,"医疗丨健康,移动互联网",3k-4k,3.5,应届毕业生
数据分析师-digital-广告监测方向,明略科技集团,上海,2000人以上,本科,D轮及以上,"数据服务,广告营销",6k-7k,6.5,不限
数据分析师,信用生活,上海,50-150人,本科,A轮,"移动互联网,金融",20k-40k,30.0,3-5年
数据分析实习生,意臣信息,上海,150-500人,本科,未融资,"移动互联网,电商",3k-4k,3.5,应届毕业生
初级数据分析师,至数,上海,15-50人,不限,A轮,"数据服务,硬件",5k-10k,7.5,应届毕业生
数据分析师,字节跳动,上海,2000人以上,本科,C轮,文娱丨内容,15k-30k,22.5,3-5年
数据分析师,字节跳动,上海,2000人以上,本科,C轮,文娱丨内容,15k-25k,20.0,3-5年
数据分析师校招,至数,上海,15-50人,本科,A轮,"数据服务,硬件",2k-3k,2.5,应届毕业生
数据分析经理,Gridsum 国双,上海,500-2000人,本科,上市公司,"数据服务,企业服务",15k-25k,20.0,3-5年
风险数据分析师,联众金融,上海,500-2000人,本科,B轮,金融,10k-18k,14.0,1-3年
高级数据分析师（上海） (MJ000045),百融云创,上海,500-2000人,硕士,C轮,金融,15k-30k,22.5,不限
数据分析师(BI方向),信也科技,上海,2000人以上,本科,上市公司,金融,9k-16k,12.5,1-3年
高级数据分析师（上海） (MJ000045),百融云创,上海,500-2000人,硕士,C轮,金融,15k-30k,22.5,不限
数据分析全栈顾问,上海算酷信息科技有限公司,上海,15-50人,本科,不需要融资,数据服务,8k-12k,10.0,3-5年
业务数据分析,旺旺集团,上海,2000人以上,大专,上市公司,"电商,移动互联网",6k-8k,7.0,不限
数据分析工程师,上海游盾,上海,15-50人,本科,不需要融资,移动互联网,10k-20k,15.0,1-3年
数据建模分析师,中诚信征信,上海,150-500人,硕士,不需要融资,"数据服务,人工智能",15k-30k,22.5,3-5年
境外数据分析 (MJ000102),上海米哈游,上海,500-2000人,不限,不需要融资,"移动互联网,游戏",15k-30k,22.5,不限
COE专家（HRIS，数据分析方向）,上海米哈游,上海,500-2000人,本科,不需要融资,"移动互联网,游戏",20k-30k,25.0,3-5年
数据分析-虹口区,网达软件,上海,500-2000人,本科,上市公司,"移动互联网,电商",10k-16k,13.0,1-3年
数据分析师,上海众调科技,上海,50-150人,本科,A轮,移动互联网,10k-18k,14.0,3-5年
商业数据分析师-华东,GrowingIO,上海,150-500人,本科,B轮,"企业服务,数据服务",15k-30k,22.5,3-5年
资深大数据分析师,百联全渠道电商,上海,500-2000人,本科,不需要融资,"电商,消费生活",25k-40k,32.5,5-10年
高级大数据分析师,百联全渠道电商,上海,500-2000人,本科,不需要融资,"电商,消费生活",20k-30k,25.0,3-5年
数据分析师,得物App,上海,500-2000人,不限,B轮,"移动互联网,电商",25k-50k,37.5,5-10年
数据分析师,信用飞/首付游,上海,150-500人,本科,B轮,移动互联网,20k-35k,27.5,3-5年
资深数据分析师,哔哩哔哩,上海,2000人以上,本科,上市公司,"移动互联网,文娱丨内容",25k-40k,32.5,3-5年
数据分析师,瑛麒动漫,上海,50-150人,本科,A轮,"移动互联网,文娱丨内容",15k-25k,20.0,3-5年
数据分析师,猛犸科技,上海,15-50人,本科,未融资,金融,11k-20k,15.5,1-3年
数据挖掘工程师/数据分析师,友保,上海,50-150人,本科,未融资,企业服务,30k-50k,40.0,5-10年
BI数据分析师,西部证券,上海,150-500人,硕士,上市公司,金融,15k-25k,20.0,3-5年
数据分析师,微盟,上海,2000人以上,本科,上市公司,企业服务,10k-20k,15.0,3-5年
数据产品经理（数据分析方向）,阅文集团,上海,500-2000人,本科,上市公司,文娱丨内容,20k-40k,30.0,3-5年
高级数据分析师G01127,诺亚（中国）控股有限公司,上海,2000人以上,本科,上市公司,金融,18k-24k,21.0,5-10年
数据分析（高级/资深/专家）(J13547),哈啰出行,上海,2000人以上,本科,D轮及以上,"移动互联网,硬件",25k-50k,37.5,5-10年
数据分析师,小红书,上海,500-2000人,本科,D轮及以上,消费生活,15k-30k,22.5,不限
资深游戏产品运营（数据分析向）,字节跳动,上海,2000人以上,本科,C轮,文娱丨内容,25k-40k,32.5,不限
国际化数据分析师,字节跳动,上海,2000人以上,本科,C轮,文娱丨内容,20k-40k,30.0,3-5年
数据分析师,DaDa,上海,2000人以上,本科,D轮及以上,教育,10k-16k,13.0,1-3年
数据分析师,蓝标传媒,上海,500-2000人,本科,不需要融资,"移动互联网,广告营销",12k-20k,16.0,1-3年
资深/高级数据分析师,得物App,上海,500-2000人,本科,B轮,"移动互联网,电商",20k-35k,27.5,3-5年
【算法】高级数据分析/数据挖掘,得物App,上海,500-2000人,本科,B轮,"移动互联网,电商",30k-50k,40.0,5-10年
数据分析师,G7,上海,500-2000人,本科,D轮及以上,"物联网,数据服务",15k-20k,17.5,3-5年
数据分析主管,瑞妮丝医疗美容门诊部,上海,500-2000人,本科,不需要融资,"电商,医疗丨健康",20k-30k,25.0,3-5年
数据分析师（2021校招）,达达集团,上海,2000人以上,本科,上市公司,消费生活,15k-25k,20.0,应届毕业生
资深数据分析师(J10061),德邦,上海,2000人以上,本科,不需要融资,物流丨运输,15k-25k,20.0,3-5年
数据分析师,易得碧计算机,上海,150-500人,本科,不需要融资,"金融,软件开发",13k-25k,19.0,3-5年
商业数据分析师,叮咚买菜,上海,2000人以上,本科,B轮,消费生活,18k-30k,24.0,3-5年
数据分析师,店宝宝电商,上海,500-2000人,本科,不需要融资,"电商,移动互联网",15k-25k,20.0,3-5年
数据分析专员,掌门1对1在线教育,上海,2000人以上,本科,D轮及以上,"移动互联网,教育",15k-25k,20.0,3-5年
数据分析专员,掌门1对1在线教育,上海,2000人以上,本科,D轮及以上,"移动互联网,教育",15k-25k,20.0,3-5年
数据分析师,掌门1对1在线教育,上海,2000人以上,本科,D轮及以上,"移动互联网,教育",15k-25k,20.0,1-3年
数据分析师,小红书,上海,500-2000人,本科,D轮及以上,消费生活,15k-25k,20.0,1-3年
数据分析师,上海域起,上海,150-500人,本科,不需要融资,"移动互联网,游戏",15k-30k,22.5,3-5年
数据分析师,拼多多,上海,2000人以上,本科,上市公司,"电商,移动互联网",15k-30k,22.5,不限
数据分析师,上海嘉银金融科技股份有限公司,上海,500-2000人,本科,上市公司,金融,15k-25k,20.0,3-5年
高级数据分析师,海尔集团,上海,2000人以上,不限,上市公司,"物联网,电商",25k-35k,30.0,5-10年
数据分析师,点融,上海,150-500人,不限,D轮及以上,金融,8k-15k,11.5,不限
高级数据分析师,浦发信用卡,上海,2000人以上,硕士,上市公司,金融,20k-30k,25.0,3-5年
数据分析师,拉勾猎头,上海,500-2000人,本科,D轮及以上,"移动互联网,企业服务",20k-35k,27.5,5-10年
数据分析师,永洪科技,上海,150-500人,本科,C轮,企业服务,10k-15k,12.5,3-5年
数据分析师,明略科技集团,上海,2000人以上,不限,D轮及以上,"数据服务,广告营销",7k-9k,8.0,1年以下
高级数据分析师,诺亚（中国）控股有限公司,上海,2000人以上,本科,上市公司,金融,18k-24k,21.0,3-5年
数据分析师,知掘教育,上海,150-500人,硕士,不需要融资,数据服务、教育,12k-15k,13.5,应届毕业生
短视频数据分析师,字节跳动,上海,2000人以上,本科,C轮,文娱丨内容,20k-40k,30.0,3-5年
短视频数据分析师,字节跳动,上海,2000人以上,本科,C轮,文娱丨内容,20k-40k,30.0,3-5年
商业化数据分析师,字节跳动,上海,2000人以上,本科,C轮,文娱丨内容,20k-40k,30.0,3-5年
数据分析师,知掘教育,上海,150-500人,硕士,不需要融资,数据服务、教育,12k-15k,13.5,应届毕业生
数据分析实习生,上海一里井,上海,少于15人,大专,未融资,广告营销,2k-3k,2.5,应届毕业生
数据分析师（供应链）,永辉云创科技有限公司,上海,2000人以上,本科,D轮及以上,"电商,消费生活",20k-40k,30.0,5-10年
数据分析师（会员营销方向）,永辉云创科技有限公司,上海,2000人以上,本科,D轮及以上,"电商,消费生活",20k-40k,30.0,3-5年
数据分析,上海怡高科技服务有限公司,上海,500-2000人,不限,未融资,企业服务,8k-12k,10.0,3-5年
数据分析师,雅通数据,上海,50-150人,本科,未融资,"电商,数据服务",8k-12k,10.0,1年以下
数据分析专家,上海识致信息科技有限责任公司,上海,150-500人,本科,不需要融资,"电商,通讯电子",25k-45k,35.0,5-10年
数据分析师,掌门1对1在线教育,上海,2000人以上,本科,D轮及以上,"移动互联网,教育",13k-20k,16.5,3-5年
数据分析师,拓端数据,上海,少于15人,本科,未融资,"数据服务,电商",18k-25k,21.5,1-3年
数据分析师,拓端数据,上海,少于15人,本科,未融资,"数据服务,电商",15k-20k,17.5,1-3年
数据分析专家,上海嘉银金融科技股份有限公司,上海,500-2000人,本科,上市公司,金融,20k-40k,30.0,5-10年
高级数据分析师,SAS,上海,2000人以上,硕士,不需要融资,人工智能,30k-50k,40.0,5-10年
高级数据分析师,Shopee,上海,500-2000人,本科,上市公司,电商,18k-35k,26.5,3-5年
数据分析专家,特赞|Tezign,上海,150-500人,本科,C轮,移动互联网,30k-50k,40.0,3-5年
资深数据分析师,MobTech,上海,150-500人,硕士,未融资,"数据服务,广告营销",25k-40k,32.5,5-10年
高级数据分析师（天气王）(J12297),2345.com,上海,500-2000人,本科,上市公司,"数据服务,移动互联网",15k-20k,17.5,3-5年
数据分析（销售管理）,收钱吧,上海,2000人以上,本科,C轮,移动互联网,8k-12k,10.0,1-3年
数据分析师（DA02）,收钱吧,上海,2000人以上,本科,C轮,移动互联网,15k-30k,22.5,1-3年
数据分析师,哔哩哔哩,上海,2000人以上,本科,上市公司,"移动互联网,文娱丨内容",20k-35k,27.5,3-5年
数据分析专家,饿了么,上海,2000人以上,本科,D轮及以上,消费生活,25k-47k,36.0,3-5年
数据分析师,易得碧计算机,上海,150-500人,本科,不需要融资,"金融,软件开发",15k-30k,22.5,3-5年
资深数据分析师,趣头条,上海,500-2000人,本科,上市公司,文娱丨内容,25k-50k,37.5,5-10年
数据分析师,数数科技,上海,15-50人,本科,A轮,"游戏,数据服务",12k-20k,16.0,1-3年
数据分析师,同济转移服务,上海,15-50人,硕士,不需要融资,"企业服务,教育",16k-25k,20.5,不限
业务数据分析,旺旺集团,上海,2000人以上,大专,上市公司,"电商,移动互联网",7k-9k,8.0,1-3年
数据分析师,哈啰出行,上海,2000人以上,本科,D轮及以上,"移动互联网,硬件",15k-25k,20.0,3-5年
数据分析总监,微盟,上海,2000人以上,本科,上市公司,企业服务,20k-40k,30.0,不限
数据分析师,途虎养车网,上海,2000人以上,本科,D轮及以上,汽车丨出行,20k-40k,30.0,5-10年
数据分析师（数仓方向）,DaDa,上海,2000人以上,本科,D轮及以上,教育,12k-24k,18.0,1-3年
数据分析师（风控建模方向-上海）,中诚信征信,上海,150-500人,硕士,不需要融资,"数据服务,人工智能",15k-30k,22.5,1-3年
bi数据分析师,ezbuy,上海,500-2000人,本科,C轮,"电商,消费生活",15k-25k,20.0,3-5年
数据分析师,天鲜配,上海,150-500人,本科,未融资,移动互联网,8k-12k,10.0,3-5年
数据建模工程师,薄荷,上海,150-500人,硕士,C轮,"移动互联网,电商",20k-30k,25.0,1-3年
数据分析师,路诚数据,上海,15-50人,本科,不需要融资,金融,5k-8k,6.5,1年以下
高级数据分析师（王牌联盟）(J12292),2345.com,上海,500-2000人,本科,上市公司,"数据服务,移动互联网",12k-20k,16.0,1-3年
数据分析,博万,上海,500-2000人,本科,未融资,企业服务,7k-10k,8.5,1-3年
数据分析师,集奥聚合（GEO）,上海,150-500人,本科,C轮,数据服务,15k-25k,20.0,3-5年
数据分析 (MJ000137),沐瞳游戏,上海,500-2000人,本科,不需要融资,游戏,15k-30k,22.5,3-5年
数据分析师,京东,上海,500-2000人,本科,上市公司,"移动互联网,电商",15k-30k,22.5,3-5年
数据分析实习生,趣头条,上海,500-2000人,本科,上市公司,文娱丨内容,5k-6k,5.5,不限
数据分析师,文启优思,上海,15-50人,本科,B轮,教育,10k-16k,13.0,3-5年
数据分析师,上海算酷信息科技有限公司,上海,15-50人,本科,不需要融资,数据服务,7k-10k,8.5,1-3年
数据分析师,好车伯乐,上海,50-150人,本科,B轮,消费生活,12k-16k,14.0,3-5年
数据分析师,好车伯乐,上海,50-150人,本科,B轮,消费生活,12k-16k,14.0,3-5年
数据分析师,博虎科技,上海,50-150人,本科,未融资,移动互联网,15k-30k,22.5,1-3年
SLG手游高级数据分析师,腾讯,上海,2000人以上,本科,上市公司,社交,20k-40k,30.0,3-5年
游戏数据分析师,腾讯,上海,2000人以上,本科,上市公司,社交,15k-30k,22.5,不限
大数据分析师,百布,上海,500-2000人,本科,D轮及以上,移动互联网,22k-40k,31.0,5-10年
游戏数据分析师 (MJ000813),叠纸游戏,上海,500-2000人,不限,B轮,游戏,10k-20k,15.0,不限
高级数据分析师（海外业务）,触宝,上海,500-2000人,本科,上市公司,"移动互联网,数据服务",30k-50k,40.0,5-10年
数据分析专家/高级专家,饿了么,上海,2000人以上,本科,D轮及以上,消费生活,30k-45k,37.5,5-10年
数据分析师-直播短视频方向(T010639),拼多多,上海,2000人以上,本科,上市公司,"电商,移动互联网",30k-50k,40.0,3-5年
广告数据分析,掌门集团,上海,500-2000人,本科,B轮,"移动互联网,消费生活",10k-16k,13.0,1-3年
数据分析运营,Webpower,上海,50-150人,本科,不需要融资,"电商,数据服务",8k-10k,9.0,1-3年
数据分析(实习生),上海花楸餐饮管理有限...,上海,15-50人,本科,未融资,消费生活,2k-3k,2.5,应届毕业生
数据分析经理,青年良品,上海,500-2000人,本科,D轮及以上,"移动互联网,电商",30k-50k,40.0,5-10年
高级数据分析师（用户分析）,快牛智能,上海,500-2000人,本科,B轮,其他,15k-25k,20.0,5-10年
数据分析师（商业/用户分析）,快牛智能,上海,500-2000人,本科,B轮,其他,15k-25k,20.0,3-5年
数据分析（高级/资深/专家）J13547,拉勾猎头,上海,500-2000人,本科,D轮及以上,"移动互联网,企业服务",25k-45k,35.0,5-10年
高级数据分析师（风控方向）,梦饷集团,上海,500-2000人,本科,B轮,电商,18k-35k,26.5,3-5年
数据分析师 - Data Analyst,琅槐商务咨询,上海,50-150人,本科,不需要融资,金融,10k-20k,15.0,1-3年
电商数据分析师,Uni-Win,上海,15-50人,本科,未融资,"电商,广告营销",8k-16k,12.0,3-5年
数据建模分析师,交通银行,上海,2000人以上,本科,上市公司,"金融,消费生活",12k-18k,15.0,1-3年
数据分析师（业务方向）,忒亚珠宝,上海,15-50人,本科,不需要融资,电商,15k-25k,20.0,1-3年
数据分析师（风险建模）,冰鉴科技,上海,150-500人,本科,C轮,"信息安全,数据服务",18k-35k,26.5,3-5年
风控数据建模经理,顺丰速运,上海,2000人以上,本科,上市公司,物流丨运输,20k-40k,30.0,3-5年
资深数据分析师（客户中台）,众安保险,上海,2000人以上,本科,上市公司,金融,30k-45k,37.5,3-5年
Data Analyst数据分析工程师,WISH CHINA,上海,50-150人,本科,D轮及以上,电商,20k-40k,30.0,3-5年
数据分析师（海外）,冰鉴科技,上海,150-500人,本科,C轮,"信息安全,数据服务",15k-25k,20.0,3-5年
运营数据分析,微屏游戏,上海,150-500人,本科,B轮,游戏,8k-10k,9.0,1-3年
数据建模专家-上海（MJ000161）,富数科技,上海,50-150人,本科,B轮,"数据服务,金融",20k-40k,30.0,3-5年
大数据分析师,兰桂骐农业科技,上海,50-150人,本科,不需要融资,其他,10k-20k,15.0,3-5年
到店技术-数据分析师,美团点评,上海,2000人以上,本科,上市公司,消费生活,25k-50k,37.5,1-3年
数据分析经理(J17406),易鑫集团,上海,2000人以上,本科,上市公司,移动互联网,12k-20k,16.0,5-10年
数据分析实习,楷青,上海,少于15人,不限,未融资,"数据服务,企业服务",2k-3k,2.5,应届毕业生
电商数据分析经理,arvato China,上海,2000人以上,不限,不需要融资,"广告营销,数据服务",15k-20k,17.5,3-5年
资深产品数据分析专员,西域网,上海,500-2000人,本科,D轮及以上,电商,15k-20k,17.5,1-3年
高级数据分析咨询顾问,数道科技,上海,15-50人,本科,不需要融资,数据服务,15k-25k,20.0,3-5年
BI数据分析师 (MJ000630),食亨,上海,500-2000人,不限,B轮,"消费生活,移动互联网",10k-20k,15.0,3-5年
电商数据分析师,联蔚数据,上海,150-500人,本科,不需要融资,数据服务,8k-13k,10.5,1-3年
数据分析应用开发工程师-应届生招聘,比孚,上海,150-500人,本科,未融资,"移动互联网,数据服务",10k-15k,12.5,1年以下
短视频数据分析师,字节跳动,上海,2000人以上,本科,C轮,文娱丨内容,20k-40k,30.0,3-5年
商业化数据分析师,字节跳动,上海,2000人以上,本科,C轮,文娱丨内容,20k-40k,30.0,3-5年
数据分析师,掌门1对1在线教育,上海,2000人以上,本科,D轮及以上,"移动互联网,教育",13k-20k,16.5,3-5年
数据分析师,掌门1对1在线教育,上海,2000人以上,本科,D轮及以上,"移动互联网,教育",10k-20k,15.0,1-3年
高级数据分析师,哔哩哔哩,上海,2000人以上,本科,上市公司,"移动互联网,文娱丨内容",15k-30k,22.5,3-5年
数据分析师,哈啰出行,上海,2000人以上,本科,D轮及以上,"移动互联网,硬件",25k-40k,32.5,3-5年
数据分析实习生,趣头条,上海,500-2000人,本科,上市公司,文娱丨内容,3k-6k,4.5,应届毕业生
数据分析师,哈啰出行,上海,2000人以上,本科,D轮及以上,"移动互联网,硬件",25k-40k,32.5,3-5年
数据分析实习生,趣头条,上海,500-2000人,本科,上市公司,文娱丨内容,3k-6k,4.5,应届毕业生
高级数据分析师G01117,诺亚（中国）控股有限公司,上海,2000人以上,本科,上市公司,金融,18k-24k,21.0,5-10年
数据分析岗经理G01086,诺亚（中国）控股有限公司,上海,2000人以上,本科,上市公司,金融,20k-30k,25.0,3-5年
数据分析专家(助力车)(J12502),哈啰出行,上海,2000人以上,本科,D轮及以上,"移动互联网,硬件",20k-40k,30.0,不限
社区数据分析师-生态方向,小红书,上海,500-2000人,本科,D轮及以上,消费生活,20k-40k,30.0,3-5年
人力数据分析师（HRBI）,得物App,上海,500-2000人,不限,B轮,"移动互联网,电商",20k-35k,27.5,3-5年
Business Analyst 商业数据分析,易得碧计算机,上海,150-500人,本科,不需要融资,"金融,软件开发",15k-30k,22.5,3-5年
数据分析师（新用户投放增长方向）,得物App,上海,500-2000人,不限,B轮,"移动互联网,电商",20k-40k,30.0,不限
商业数据分析,饿了么,上海,2000人以上,本科,D轮及以上,消费生活,15k-30k,22.5,3-5年
DPI数据分析师,MobTech,上海,150-500人,本科,未融资,"数据服务,广告营销",20k-35k,27.5,5-10年
