positionName,companyShortName,city,companySize,education,financeStage,industryField,salary,平均薪资,workYear
数据分析专员,慧择网,深圳,500-2000人,本科,上市公司,"移动互联网,电商",8k-15k,11.5,不限
数据分析师,纵腾集团,深圳,2000人以上,本科,上市公司,"电商,移动互联网",10k-15k,12.5,1-3年
数据分析,华为消费者业务,深圳,2000人以上,本科,不需要融资,通讯电子,7k-13k,10.0,1-3年
游戏数据分析师,藤蔓公司,深圳,50-150人,本科,不需要融资,游戏,15k-25k,20.0,3-5年
高级数据分析师（C端）,土巴兔,深圳,500-2000人,本科,C轮,"移动互联网,消费生活",30k-35k,32.5,5-10年
数据分析专员,讯万达科技,深圳,150-500人,本科,不需要融资,"人工智能,物联网",9k-12k,10.5,1-3年
数据分析专员,乐言科技,深圳,50-150人,本科,A轮,"游戏,移动互联网",8k-16k,12.0,1-3年
数据分析师,换换优品,深圳,50-150人,本科,不需要融资,"移动互联网,电商",10k-20k,15.0,3-5年
数据建模专家,联易融linklogis,深圳,150-500人,硕士,C轮,"移动互联网,金融",25k-50k,37.5,3-5年
开发工程师（数据分析方向）,交控科技,深圳,150-500人,本科,不需要融资,其他,7k-9k,8.0,应届毕业生
数据分析师,赛凌科技,深圳,50-150人,本科,不需要融资,"电商,企业服务",15k-30k,22.5,3-5年
安全总监/安全运营工程师/安全数据分析,平安科技,深圳,2000人以上,本科,不需要融资,金融,30k-60k,45.0,3-5年
数据建模分析师,和美信息,深圳,500-2000人,本科,不需要融资,"金融,人工智能",15k-20k,17.5,3-5年
大数据分析工程师,云天励飞,深圳,500-2000人,硕士,B轮,人工智能,35k-55k,45.0,3-5年
数据建模分析师,和美信息,深圳,500-2000人,本科,不需要融资,"金融,人工智能",15k-20k,17.5,3-5年
数据分析专员,乐言科技,深圳,50-150人,本科,A轮,"游戏,移动互联网",7k-10k,8.5,应届毕业生
游戏数据分析师,奇迅新游,深圳,150-500人,本科,未融资,"移动互联网,游戏",12k-24k,18.0,3-5年
高级数据分析师,Amber Group,深圳,150-500人,本科,不需要融资,"金融,区块链",25k-35k,30.0,3-5年
数据分析师（挖掘方向）,吉比特,深圳,500-2000人,本科,上市公司,游戏,15k-25k,20.0,3-5年
游戏数据分析师(YX81),创梦天地,深圳,500-2000人,本科,上市公司,游戏,18k-28k,23.0,3-5年
数据分析专员,蓝色光标SNK,深圳,150-500人,本科,不需要融资,"移动互联网,游戏",6k-10k,8.0,不限
数据分析运营经理,招联金融,深圳,500-2000人,本科,不需要融资,金融,15k-28k,21.5,3-5年
数据分析岗(J10126),飞贷金融科技,深圳,500-2000人,本科,B轮,"移动互联网,金融",8k-12k,10.0,1-3年
催收数据分析师,飞贷金融科技,深圳,500-2000人,不限,B轮,"移动互联网,金融",15k-20k,17.5,不限
风控数据分析师,白骑士,深圳,50-150人,本科,A轮,"企业服务,金融",10k-20k,15.0,1-3年
高级数据分析,喜茶,深圳,2000人以上,本科,B轮,"移动互联网,消费生活",10k-15k,12.5,1-3年
数据分析助理（近地铁）,新世洲电子,深圳,50-150人,本科,未融资,"数据服务,软件开发",6k-9k,7.5,不限
大数据分析师 （早九晚六）,新世洲电子,深圳,50-150人,本科,未融资,"数据服务,软件开发",6k-9k,7.5,不限
数据分析助理（近地铁）,新世洲电子,深圳,50-150人,本科,未融资,"数据服务,软件开发",6k-9k,7.5,不限
大数据分析师 （早九晚六）,新世洲电子,深圳,50-150人,本科,未融资,"数据服务,软件开发",6k-9k,7.5,不限
数据分析师/数据研究员（实习）,道道,深圳,50-150人,本科,C轮,数据服务,3k-6k,4.5,应届毕业生
数据分析师,大梦龙途,深圳,150-500人,本科,不需要融资,"移动互联网,游戏",12k-18k,15.0,1-3年
数据挖掘工程师-数据建模,华策,深圳,50-150人,硕士,未融资,移动互联网,10k-20k,15.0,不限
SJZ-大数据分析专家,顺丰科技有限公司,深圳,2000人以上,硕士,不需要融资,"软件开发,数据服务",40k-80k,60.0,5-10年
SJP-高级数据分析与挖掘工程师,顺丰科技有限公司,深圳,2000人以上,本科,不需要融资,"软件开发,数据服务",30k-50k,40.0,5-10年
高级数据分析师（深圳） (MJ000046),百融云创,深圳,500-2000人,硕士,C轮,金融,15k-30k,22.5,1-3年
数据分析,华澜环保,深圳,15-50人,硕士,A轮,"数据服务,硬件",4k-6k,5.0,不限
运营数据分析,京东集团,深圳,2000人以上,本科,上市公司,电商,15k-25k,20.0,3-5年
数据分析师,亿达信息,深圳,2000人以上,本科,上市公司,"企业服务,人工智能",9k-12k,10.5,3-5年
bi数据分析师,宝能地产,深圳,2000人以上,本科,不需要融资,房产家居,18k-28k,23.0,3-5年
数据分析专家,ThoughtWorks,深圳,2000人以上,本科,不需要融资,企业服务,28k-45k,36.5,5-10年
高级数据分析师,优乐学科技,深圳,500-2000人,本科,B轮,"移动互联网,教育",18k-36k,27.0,5-10年
研发数据分析师,Mobikok,深圳,50-150人,本科,不需要融资,移动互联网,4k-8k,6.0,应届毕业生
数据分析师,游戏宅,深圳,15-50人,不限,未融资,游戏,10k-20k,15.0,不限
数据分析师,深圳市丰巢科技有限公司,深圳,500-2000人,本科,A轮,消费生活,15k-30k,22.5,1-3年
数据分析师,乐客科技,深圳,少于15人,本科,未融资,"电商,数据服务",10k-15k,12.5,不限
数据分析,立创商城,深圳,150-500人,大专,A轮,"电商,硬件",10k-18k,14.0,1-3年
数据分析师,加满分科技,深圳,50-150人,本科,不需要融资,"移动互联网,社交",15k-25k,20.0,3-5年
数据分析师,酷开网络,深圳,150-500人,本科,不需要融资,移动互联网,12k-18k,15.0,1-3年
高级数据分析师,乐信,深圳,2000人以上,不限,上市公司,金融,20k-30k,25.0,3-5年
数据分析师,京东集团,深圳,2000人以上,本科,上市公司,电商,15k-25k,20.0,3-5年
高级数据分析师,众安保险,深圳,2000人以上,不限,上市公司,金融,20k-40k,30.0,3-5年
金融数据分析师,华创云鼎,深圳,15-50人,本科,未融资,"硬件,企业服务",12k-18k,15.0,3-5年
Python 数据分析,海万科技,深圳,500-2000人,本科,不需要融资,"移动互联网,金融",13k-25k,19.0,3-5年
数据分析工程师,WeSure微保,深圳,500-2000人,硕士,不需要融资,金融,20k-40k,30.0,3-5年
数据分析师（人身险）,WeSure微保,深圳,500-2000人,本科,不需要融资,金融,10k-20k,15.0,1-3年
高级数据分析师,亚马逊（中国）,深圳,2000人以上,本科,上市公司,"移动互联网,电商",35k-70k,52.5,5-10年
运营数据分析专家,Amber Group,深圳,150-500人,本科,不需要融资,"金融,区块链",20k-40k,30.0,3-5年
数据分析师,乐客科技,深圳,少于15人,本科,未融资,"电商,数据服务",10k-15k,12.5,不限
数据分析师,找靓机,深圳,500-2000人,本科,B轮,"移动互联网,电商",15k-30k,22.5,3-5年
高级数据分析师（深圳）,广发证券,深圳,2000人以上,本科,上市公司,金融,25k-45k,35.0,1-3年
数据分析助理,华云中盛,深圳,500-2000人,本科,不需要融资,"数据服务,移动互联网",6k-8k,7.0,应届毕业生
数据分析师,深圳瑞捷工程咨询股份有限公司,深圳,500-2000人,本科,不需要融资,其他,8k-13k,10.5,3-5年
数据分析师,金腾科技,深圳,150-500人,本科,不需要融资,"金融,软件开发",20k-30k,25.0,3-5年
数据分析专员,万企盟科技有限公司,深圳,50-150人,本科,未融资,数据服务,4k-8k,6.0,1-3年
数据分析师,量子游戏,深圳,少于15人,本科,天使轮,游戏,10k-18k,14.0,1-3年
数据分析师,店匠科技,深圳,50-150人,本科,A轮,"电商,企业服务",6k-12k,9.0,应届毕业生
数据分析师,九五后营销管理,深圳,50-150人,不限,A轮,金融 广告营销,6k-8k,7.0,1-3年
数据分析岗,小花科技,深圳,150-500人,本科,不需要融资,"移动互联网,金融",8k-10k,9.0,应届毕业生
数据分析,前海联动云,深圳,2000人以上,本科,不需要融资,消费生活,7k-14k,10.5,1-3年
数据分析师,字节跳动,深圳,2000人以上,本科,C轮,文娱丨内容,15k-30k,22.5,1-3年
高级数据分析师-影像,字节跳动,深圳,2000人以上,本科,C轮,文娱丨内容,15k-30k,22.5,3-5年
高级数据分析师,小鹅（小鹅通）,深圳,500-2000人,本科,B轮,"移动互联网,社交",16k-25k,20.5,3-5年
高级数据分析师-影像,字节跳动,深圳,2000人以上,本科,C轮,文娱丨内容,15k-30k,22.5,3-5年
游戏数据分析师,字节跳动,深圳,2000人以上,本科,C轮,文娱丨内容,15k-30k,22.5,3-5年
0231U6-数据分析岗,平安人寿,深圳,2000人以上,本科,上市公司,金融,15k-20k,17.5,1-3年
商业数据分析专家,货拉拉,深圳,2000人以上,本科,D轮及以上,"移动互联网,消费生活",30k-50k,40.0,5-10年
高级数据分析师（B端）,土巴兔,深圳,500-2000人,本科,C轮,"移动互联网,消费生活",30k-35k,32.5,5-10年
数据分析师,腾讯,深圳,2000人以上,本科,上市公司,社交,15k-30k,22.5,3-5年
高级数据建模工程师,土巴兔,深圳,500-2000人,本科,C轮,"移动互联网,消费生活",20k-40k,30.0,5-10年
大数据分析助理,百圣信息,深圳,50-150人,大专,未融资,"通讯电子,软件开发",5k-8k,6.5,不限
PCG04-高级数据分析工程师（深圳）,腾讯,深圳,2000人以上,本科,上市公司,社交,18k-35k,26.5,3-5年
数据分析师,华策,深圳,50-150人,本科,未融资,移动互联网,10k-20k,15.0,3-5年
数据分析师,数神科技,深圳,150-500人,本科,未融资,"移动互联网,数据服务",15k-30k,22.5,5-10年
数据分析师,深麒实业,深圳,15-50人,本科,未融资,消费生活,13k-16k,14.5,3-5年
数据分析师,vivo,深圳,2000人以上,本科,不需要融资,硬件,25k-50k,37.5,5-10年
数据分析师,驿点公寓,深圳,15-50人,本科,未融资,房产家居,10k-15k,12.5,1-3年
数据分析经理,喜茶,深圳,2000人以上,不限,B轮,"移动互联网,消费生活",20k-30k,25.0,5-10年
数据分析师,创想三维,深圳,500-2000人,本科,未融资,其他,10k-15k,12.5,3-5年
数据分析师,微创软件,深圳,2000人以上,大专,不需要融资,"企业服务,移动互联网",9k-12k,10.5,3-5年
数据分析专员,顺丰速运,深圳,2000人以上,本科,上市公司,物流丨运输,6k-10k,8.0,1-3年
数据分析,iTree Cloud,深圳,15-50人,不限,不需要融资,消费生活,9k-11k,10.0,1-3年
高级数据分析师,酷开网络,深圳,150-500人,本科,不需要融资,移动互联网,15k-20k,17.5,3-5年
游戏数据分析师(JU381),创梦天地,深圳,500-2000人,本科,上市公司,游戏,18k-35k,26.5,3-5年
游戏业务中台数据分析师,字节跳动,深圳,2000人以上,本科,C轮,文娱丨内容,18k-36k,27.0,不限
数据分析师(偏增长方向) — 飞书,字节跳动,深圳,2000人以上,本科,C轮,文娱丨内容,20k-40k,30.0,不限
高级数据分析师,腾讯,深圳,2000人以上,本科,上市公司,社交,20k-40k,30.0,3-5年
数据分析师,土巴兔,深圳,500-2000人,本科,C轮,"移动互联网,消费生活",15k-25k,20.0,3-5年
证券业务数据分析师,腾讯,深圳,2000人以上,本科,上市公司,社交,25k-45k,35.0,5-10年
数据分析师-深圳,神策数据,深圳,500-2000人,本科,C轮,数据服务,15k-25k,20.0,5-10年
微信游戏数据分析,亿达信息,深圳,2000人以上,本科,上市公司,"企业服务,人工智能",10k-12k,11.0,3-5年
金融/银行/互联网 数据分析 数据挖掘岗,长亮科技,深圳,2000人以上,本科,上市公司,企业服务,10k-15k,12.5,1-3年
数据分析官,FORYON  肤漾,深圳,50-150人,本科,B轮,"移动互联网,电商",12k-15k,13.5,1-3年
金融/银行/互联网 数据分析 数据挖掘岗,长亮科技,深圳,2000人以上,本科,上市公司,企业服务,10k-15k,12.5,1-3年
数据分析官,FORYON  肤漾,深圳,50-150人,本科,B轮,"移动互联网,电商",12k-15k,13.5,1-3年
商业数据分析师,超级猩猩健身,深圳,150-500人,不限,D轮及以上,移动互联网,15k-25k,20.0,3-5年
数据分析师(J10456),传易,深圳,150-500人,不限,不需要融资,"移动互联网,社交",12k-22k,17.0,1-3年
财务数据分析师,AKULAKU,深圳,500-2000人,本科,D轮及以上,"移动互联网,金融",10k-20k,15.0,1-3年
数据分析岗(001216),五矿证券,深圳,500-2000人,硕士,不需要融资,金融,12k-24k,18.0,1-3年
数据分析岗,AKULAKU,深圳,500-2000人,本科,D轮及以上,"移动互联网,金融",15k-25k,20.0,3-5年
数据分析师,数神科技,深圳,150-500人,大专,未融资,"移动互联网,数据服务",11k-20k,15.5,1-3年
数据分析师,顺丰速运,深圳,2000人以上,本科,上市公司,物流丨运输,12k-24k,18.0,3-5年
数据分析师,OPPO,深圳,2000人以上,本科,不需要融资,硬件,30k-60k,45.0,5-10年
数据分析师,志伏贸易,深圳,少于15人,本科,天使轮,"电商,移动互联网",15k-20k,17.5,3-5年
大数据分析师,平安金服,深圳,2000人以上,本科,上市公司,金融,20k-40k,30.0,3-5年
高级数据分析师,深融汇,深圳,15-50人,本科,不需要融资,"数据服务,软件开发",15k-25k,20.0,不限
数据分析师,印橙,深圳,50-150人,本科,未融资,"移动互联网,广告营销",15k-30k,22.5,3-5年
数据分析师,信条智享,深圳,少于15人,本科,天使轮,电子商务 移动互联网,6k-12k,9.0,3-5年
数据分析师,信条智享,深圳,少于15人,本科,天使轮,电子商务 移动互联网,6k-12k,9.0,3-5年
数据分析师,深圳市熙芩时尚贸易有限公司,深圳,15-50人,本科,不需要融资,"文娱丨内容,其他",9k-14k,11.5,1-3年
数据分析师,九五后营销管理,深圳,50-150人,大专,A轮,金融 广告营销,8k-15k,11.5,3-5年
数据分析师,快找网络,深圳,15-50人,大专,未融资,"移动互联网,电商",10k-20k,15.0,5-10年
数据分析师,乐凯撒比萨,深圳,2000人以上,本科,A轮,"消费生活,其他",12k-18k,15.0,3-5年
BI数据分析师,法大大,深圳,150-500人,本科,C轮,消费生活,13k-25k,19.0,1年以下
实习生（数据分析方向）,司南数据,深圳,15-50人,本科,A轮,数据服务,2k-4k,3.0,应届毕业生
总行零售金融总部数据分析岗,招商银行,深圳,2000人以上,本科,上市公司,金融,15k-20k,17.5,1-3年
总行零售金融总部运营数据分析岗,招商银行,深圳,2000人以上,本科,上市公司,金融,15k-20k,17.5,1-3年
广告数据分析师,京东集团,深圳,2000人以上,本科,上市公司,电商,20k-40k,30.0,5-10年
数据分析主管,慧择信息集团,深圳,500-2000人,本科,不需要融资,"移动互联网,企业服务",20k-40k,30.0,5-10年
初级数据分析师,广州市梦享网络技术有限公司,深圳,150-500人,本科,B轮,"移动互联网,消费生活",10k-15k,12.5,1-3年
大数据分析师,广州市梦享网络技术有限公司,深圳,150-500人,本科,B轮,"移动互联网,消费生活",13k-25k,19.0,3-5年
数据分析工程师,迅雷,深圳,500-2000人,本科,上市公司,工具,20k-40k,30.0,3-5年
大数据分析师,丰图科技,深圳,150-500人,本科,不需要融资,软件开发,15k-30k,22.5,3-5年
大数据分析工程师,网心科技,深圳,500-2000人,本科,未融资,区块链,20k-40k,30.0,3-5年
风控高级数据分析师 (MJ001184),乐信,深圳,2000人以上,本科,上市公司,金融,20k-35k,27.5,3-5年
数据分析师（计算机相关）,蓝诺科技,深圳,15-50人,硕士,未融资,其他,10k-13k,11.5,不限
数据分析岗,东信时代,深圳,150-500人,本科,C轮,移动互联网,15k-25k,20.0,3-5年
数据分析师【2021秋招】,珍爱网,深圳,2000人以上,本科,不需要融资,"社交,消费生活",15k-25k,20.0,应届毕业生
BJ1538-大数据分析专家,云端汇,深圳,50-150人,硕士,不需要融资,"移动互联网,社交",8k-15k,11.5,1-3年
大数据分析师 - 用户增长,万兴科技集团股份有限公司,深圳,500-2000人,本科,上市公司,移动互联网,13k-25k,19.0,3-5年
数据分析岗（实习）,数聚湾区大数据研究院,深圳,少于15人,本科,不需要融资,数据服务,2k-4k,3.0,应届毕业生
数据分析岗,数聚湾区大数据研究院,深圳,少于15人,硕士,不需要融资,数据服务,12k-20k,16.0,不限
数据分析员,iGO共享出行,深圳,150-500人,不限,不需要融资,移动互联网,5k-6k,5.5,不限
高级行业数据分析师,TCL通讯科技控股有限公司,深圳,2000人以上,本科,上市公司,"移动互联网,硬件",15k-25k,20.0,不限
大数据分析师,马上金融,深圳,2000人以上,本科,不需要融资,"金融,移动互联网",15k-25k,20.0,5-10年
大数据分析师,评估王,深圳,少于15人,大专,不需要融资,"数据服务,软件开发",4k-8k,6.0,应届毕业生
数据分析助理/实习生,莱蒂佧国际贸易,深圳,50-150人,大专,未融资,"电商,金融",6k-8k,7.0,不限
数据分析挖掘,索信达数据,深圳,150-500人,本科,上市公司,人工智能,6k-9k,7.5,应届毕业生
大数据分析助理,中数智云,深圳,50-150人,大专,未融资,"移动互联网,信息安全",5k-7k,6.0,1-3年
数据分析助理,承儒科技,深圳,15-50人,硕士,未融资,"移动互联网,教育",5k-8k,6.5,应届毕业生
数据分析师,字节跳动,深圳,2000人以上,本科,C轮,文娱丨内容,15k-30k,22.5,1-3年
高级数据分析师-影像,字节跳动,深圳,2000人以上,本科,C轮,文娱丨内容,15k-30k,22.5,3-5年
游戏数据分析师,字节跳动,深圳,2000人以上,本科,C轮,文娱丨内容,15k-30k,22.5,3-5年
游戏业务中台数据分析师,字节跳动,深圳,2000人以上,本科,C轮,文娱丨内容,18k-36k,27.0,不限
数据分析师(偏增长方向) — 飞书,字节跳动,深圳,2000人以上,本科,C轮,文娱丨内容,20k-40k,30.0,不限
高级数据分析师-faceu,字节跳动,深圳,2000人以上,本科,C轮,文娱丨内容,10k-20k,15.0,3-5年
数据分析师(偏增长方向) — 创新工具,字节跳动,深圳,2000人以上,本科,C轮,文娱丨内容,20k-40k,30.0,不限
数据分析师 — 创新工具,字节跳动,深圳,2000人以上,本科,C轮,文娱丨内容,20k-40k,30.0,1-3年
小游戏数据分析师,字节跳动,深圳,2000人以上,本科,C轮,文娱丨内容,11k-22k,16.5,不限
战略数据分析师（游戏方向）,字节跳动,深圳,2000人以上,本科,C轮,文娱丨内容,15k-30k,22.5,3-5年
游戏数据分析师,字节跳动,深圳,2000人以上,本科,C轮,文娱丨内容,15k-30k,22.5,3-5年
海外游戏数据分析师,字节跳动,深圳,2000人以上,本科,C轮,文娱丨内容,15k-30k,22.5,3-5年
市场与用户研究经理——数据分析方向,字节跳动,深圳,2000人以上,本科,C轮,文娱丨内容,15k-30k,22.5,3-5年
数据分析开发工程师,字节跳动,深圳,2000人以上,本科,C轮,文娱丨内容,20k-40k,30.0,1-3年
数据分析（数据开发）,字节跳动,深圳,2000人以上,本科,C轮,文娱丨内容,20k-40k,30.0,1-3年
数据分析师—飞书,字节跳动,深圳,2000人以上,本科,C轮,文娱丨内容,20k-40k,30.0,1-3年
0231U6-数据分析岗,平安人寿,深圳,2000人以上,本科,上市公司,金融,15k-20k,17.5,1-3年
商业数据分析专家,货拉拉,深圳,2000人以上,本科,D轮及以上,"移动互联网,消费生活",30k-50k,40.0,5-10年
高级数据分析师（B端）,土巴兔,深圳,500-2000人,本科,C轮,"移动互联网,消费生活",30k-35k,32.5,5-10年
数据分析师,腾讯,深圳,2000人以上,本科,上市公司,社交,15k-30k,22.5,3-5年
高级数据建模工程师,土巴兔,深圳,500-2000人,本科,C轮,"移动互联网,消费生活",20k-40k,30.0,5-10年
大数据分析助理,百圣信息,深圳,50-150人,大专,未融资,"通讯电子,软件开发",5k-8k,6.5,不限
PCG04-高级数据分析工程师（深圳）,腾讯,深圳,2000人以上,本科,上市公司,社交,18k-35k,26.5,3-5年
29912-数据分析-运营开发,腾讯,深圳,2000人以上,本科,上市公司,社交,20k-40k,30.0,1-3年
腾讯看点数据挖掘/数据分析工程师,腾讯,深圳,2000人以上,本科,上市公司,社交,18k-35k,26.5,3-5年
35603-数据分析/挖掘工程师（深圳）,腾讯,深圳,2000人以上,本科,上市公司,社交,25k-50k,37.5,3-5年
35604-数据分析师,腾讯,深圳,2000人以上,本科,上市公司,社交,25k-50k,37.5,3-5年
PCG22-增长数据分析师,腾讯,深圳,2000人以上,本科,上市公司,社交,25k-50k,37.5,3-5年
搜索数据分析产品经理,腾讯,深圳,2000人以上,不限,上市公司,社交,15k-30k,22.5,1-3年
高级数据分析工程师（深圳）,腾讯,深圳,2000人以上,本科,上市公司,社交,30k-60k,45.0,1-3年
腾讯视频会员数据分析工程师（深圳）,腾讯,深圳,2000人以上,本科,上市公司,社交,20k-30k,25.0,3-5年
PCG17-波洞数据分析工程师（深圳）,腾讯,深圳,2000人以上,本科,上市公司,社交,20k-40k,30.0,3-5年
数据分析-增长,腾讯,深圳,2000人以上,本科,上市公司,社交,20k-40k,30.0,1-3年
PCG15-互动视频大数据分析高级工程师,腾讯,深圳,2000人以上,大专,上市公司,社交,18k-25k,21.5,1-3年
高级数据分析师,腾讯,深圳,2000人以上,本科,上市公司,社交,20k-40k,30.0,3-5年
数据分析师,土巴兔,深圳,500-2000人,本科,C轮,"移动互联网,消费生活",15k-25k,20.0,3-5年
数据分析师,vivo,深圳,2000人以上,本科,不需要融资,硬件,25k-50k,37.5,5-10年
证券业务数据分析师,腾讯,深圳,2000人以上,本科,上市公司,社交,25k-45k,35.0,5-10年
18435-数据分析师,腾讯,深圳,2000人以上,本科,上市公司,社交,25k-35k,30.0,不限
数据应用工程师(偏数据分析+数据可视化),腾讯,深圳,2000人以上,本科,上市公司,社交,28k-46k,37.0,3-5年
18436-数据分析师,腾讯,深圳,2000人以上,本科,上市公司,社交,20k-40k,30.0,3-5年
腾讯广告数据分析工程师（深圳）,腾讯,深圳,2000人以上,本科,上市公司,社交,25k-35k,30.0,3-5年
SA-腾讯社交广告数据分析工程师（微信广告 深圳）,腾讯,深圳,2000人以上,本科,上市公司,社交,18k-36k,27.0,1-3年
高级数据分析工程师（线上讲师）,腾讯,深圳,2000人以上,本科,上市公司,社交,2k-3k,2.5,3-5年
CSIG18-高级数据分析师（深圳）,腾讯,深圳,2000人以上,本科,上市公司,社交,15k-30k,22.5,3-5年
数据分析师（推广渠道方向）,土巴兔,深圳,500-2000人,本科,C轮,"移动互联网,消费生活",13k-20k,16.5,3-5年
30934-海外游戏高级数据分析,腾讯,深圳,2000人以上,本科,上市公司,社交,30k-50k,40.0,5-10年
波洞星球数据分析工程师,腾讯,深圳,2000人以上,本科,上市公司,社交,25k-50k,37.5,3-5年
多语言数据分析&amp;媒资库实习生,TCL,深圳,2000人以上,本科,上市公司,"移动互联网,其他",3k-6k,4.5,应届毕业生
高级数据分析师（ AW),爱问科技,深圳,150-500人,本科,不需要融资,"移动互联网,社交",18k-28k,23.0,5-10年
YYG-运营管理经理(数据分析及模型),微众银行,深圳,2000人以上,本科,未融资,金融,15k-25k,20.0,3-5年
ZAJ-数据分析经理,微众银行,深圳,2000人以上,本科,未融资,金融,15k-25k,20.0,3-5年
YFX-数据分析经理(汽融贷后),微众银行,深圳,2000人以上,本科,未融资,金融,20k-30k,25.0,3-5年
数据分析（电商、社区）,深圳华秋电子有限公司,深圳,500-2000人,本科,B轮,"移动互联网,电商",15k-20k,17.5,3-5年
数据分析师(商业方向，中高级）,一面数据,深圳,50-150人,本科,A轮,"移动互联网,数据服务",10k-20k,15.0,1-3年
数据分析师（汽车行业）,一面数据,深圳,50-150人,本科,A轮,"移动互联网,数据服务",8k-15k,11.5,不限
数据分析师(商业方向，初级）,一面数据,深圳,50-150人,本科,A轮,"移动互联网,数据服务",8k-15k,11.5,1年以下
风控数据分析师,极光,深圳,500-2000人,本科,上市公司,企业服务,20k-30k,25.0,3-5年
30934-海外游戏高级数据分析,腾讯,深圳,2000人以上,本科,上市公司,社交,30k-50k,40.0,5-10年
网络安全数据分析总架构师,华为技术有限公司,深圳,2000人以上,本科,不需要融资,通讯电子,40k-80k,60.0,10年以上
波洞星球数据分析工程师,腾讯,深圳,2000人以上,本科,上市公司,社交,25k-50k,37.5,3-5年
多语言数据分析&amp;媒资库实习生,TCL,深圳,2000人以上,本科,上市公司,"移动互联网,其他",3k-6k,4.5,应届毕业生
高级数据分析师（ AW),爱问科技,深圳,150-500人,本科,不需要融资,"移动互联网,社交",18k-28k,23.0,5-10年
YYG-运营管理经理(数据分析及模型),微众银行,深圳,2000人以上,本科,未融资,金融,15k-25k,20.0,3-5年
ZAJ-数据分析经理,微众银行,深圳,2000人以上,本科,未融资,金融,15k-25k,20.0,3-5年
YFX-数据分析经理(汽融贷后),微众银行,深圳,2000人以上,本科,未融资,金融,20k-30k,25.0,3-5年
数据分析（电商、社区）,深圳华秋电子有限公司,深圳,500-2000人,本科,B轮,"移动互联网,电商",15k-20k,17.5,3-5年
数据分析师(商业方向，中高级）,一面数据,深圳,50-150人,本科,A轮,"移动互联网,数据服务",10k-20k,15.0,1-3年
数据分析师（汽车行业）,一面数据,深圳,50-150人,本科,A轮,"移动互联网,数据服务",8k-15k,11.5,不限
数据分析师(商业方向，初级）,一面数据,深圳,50-150人,本科,A轮,"移动互联网,数据服务",8k-15k,11.5,1年以下
风控数据分析师,极光,深圳,500-2000人,本科,上市公司,企业服务,20k-30k,25.0,3-5年
高级数据分析师（广告）,极光,深圳,500-2000人,本科,上市公司,企业服务,25k-40k,32.5,5-10年
证券数据分析工程师（深圳）,腾讯,深圳,2000人以上,本科,上市公司,社交,30k-60k,45.0,3-5年
腾讯广告数据分析工程师（深圳）,腾讯,深圳,2000人以上,硕士,上市公司,社交,25k-35k,30.0,3-5年
18436-数据分析师,腾讯,深圳,2000人以上,本科,上市公司,社交,20k-40k,30.0,3-5年
数据分析产品经理,腾讯,深圳,2000人以上,本科,上市公司,社交,8k-12k,10.0,1-3年
数据分析师,广州南天,广州,500-2000人,本科,上市公司,数据服务,8k-12k,10.0,1-3年
高级数据分析师,广州棒谷科技股份有限公司,广州,2000人以上,不限,不需要融资,电商,12k-18k,15.0,3-5年
大数据分析运营,美的IoT,广州,2000人以上,本科,上市公司,硬件,15k-25k,20.0,3-5年
高级数据分析师,一手,广州,500-2000人,本科,C轮,"移动互联网,电商",30k-45k,37.5,5-10年
数据分析师,触漫,广州,150-500人,本科,B轮,"移动互联网,文娱丨内容",10k-15k,12.5,3-5年
数据分析师,联邦车网,广州,150-500人,本科,不需要融资,"移动互联网,消费生活",8k-12k,10.0,1-3年
数据分析师,上海浩宜信息科技有限公司,广州,150-500人,本科,不需要融资,"数据服务,人工智能",6k-12k,9.0,1-3年
数据分析师,ENTROBUS,广州,15-50人,本科,不需要融资,"移动互联网,数据服务",8k-15k,11.5,1-3年
数据分析师,DataStory,广州,150-500人,本科,B轮,数据服务,10k-15k,12.5,1-3年
数据分析师,乐其电商,广州,500-2000人,本科,不需要融资,电商,8k-15k,11.5,1-3年
数据分析师,广东联通,广州,2000人以上,本科,上市公司,移动互联网,13k-23k,18.0,1-3年
数据分析,粉星时尚,广州,50-150人,本科,不需要融资,"移动互联网,电商",10k-20k,15.0,1-3年
数据分析师,欧派,广州,2000人以上,本科,上市公司,"消费生活,硬件",11k-15k,13.0,1-3年
数据分析师,乐摇摇,广州,150-500人,本科,C轮,移动互联网,12k-18k,15.0,3-5年
数据分析师,如祺出行,广州,150-500人,本科,未融资,汽车丨出行,15k-25k,20.0,3-5年
数据分析师,微咔世纪,广州,150-500人,本科,A轮,社交,7k-14k,10.5,1-3年
数据分析师,字节跳动,广州,2000人以上,本科,C轮,文娱丨内容,10k-20k,15.0,3-5年
PTBU-数据分析师,酷狗音乐,广州,500-2000人,本科,上市公司,文娱丨内容,15k-25k,20.0,不限
SPBU-数据分析师,酷狗音乐,广州,500-2000人,本科,上市公司,文娱丨内容,15k-25k,20.0,3-5年
Java开发工程师（数据分析）,华资软件,广州,500-2000人,本科,上市公司,"移动互联网,数据服务",8k-14k,11.0,1-3年
经营数据分析,触漫,广州,150-500人,本科,B轮,"移动互联网,文娱丨内容",8k-15k,11.5,1-3年
数据分析课程讲师,环球网校,广州,500-2000人,本科,D轮及以上,"移动互联网,教育",10k-15k,12.5,1-3年
