企业,日期,2021月用电量
9a06e697730aeea84aae,202105,2228.83
9a06e697730aeea84aae,202106,1852.717667
118fac66e1dd31e31f5c,202106,2960.760267
9a06e697730aeea84aae,202107,2247.813548
9a06e697730aeea84aae,202108,2091.296129
351a4dc1d694732711d6,202103,4339.451903
d5e6640de57cb3271886,202103,383439.7897
351a4dc1d694732711d6,202104,3985.453467
5acaa2d5256a97dc4c76,202106,44995.44
351a4dc1d694732711d6,202105,3820.000032
5acaa2d5256a97dc4c76,202107,46816.53613
90afb3d9bdfedc7e0f00,202105,1160.792323
5acaa2d5256a97dc4c76,202108,37720.70452
2e9c7bfacf9408b53a92,202103,8910.845323
90afb3d9bdfedc7e0f00,202106,1475.363467
7b2edbc0f5914c39c8ba,202104,4246.310667
90afb3d9bdfedc7e0f00,202107,1441.632613
3e44508f9ca40ac39583,202103,709.7587097
7b2edbc0f5914c39c8ba,202105,3800.590323
90afb3d9bdfedc7e0f00,202108,1497.924645
72f1a7a93076f53c2d1b,202104,3403.769133
3e44508f9ca40ac39583,202104,1208.581333
72f1a7a93076f53c2d1b,202105,2892.866774
3e44508f9ca40ac39583,202105,607.48
2d393b5b17047b79a0c9,202106,539.5843
118fac66e1dd31e31f5c,202107,1697.639323
f2c35f53ca42ffef5038,202106,81275.248
598dc22e75d85911d2d0,202104,1118.2261
118fac66e1dd31e31f5c,202108,638.4348065
f2c35f53ca42ffef5038,202107,67930.11613
2d393b5b17047b79a0c9,202107,611.5091613
b69203010e8ceb499e28,202106,358.1932667
b69203010e8ceb499e28,202107,293.0504516
2d393b5b17047b79a0c9,202108,484.0094516
127b51c0815a4a781478,202103,119.0604194
b69203010e8ceb499e28,202108,569.8228387
127b51c0815a4a781478,202104,111.2676667
bb10d3aebbe2efa1d1f8,202103,280962.7213
127b51c0815a4a781478,202105,109.8398387
bb10d3aebbe2efa1d1f8,202104,284618.96
bb10d3aebbe2efa1d1f8,202105,333143.4594
7b2edbc0f5914c39c8ba,202106,3887.211667
42c870cb7ac1c3773f38,202105,266.9383871
77edd4a6a9ef50e4467c,202103,3947.809677
42c870cb7ac1c3773f38,202106,220.0382333
77edd4a6a9ef50e4467c,202104,2934.418333
42c870cb7ac1c3773f38,202107,278.8709032
77edd4a6a9ef50e4467c,202105,2470.579677
42c870cb7ac1c3773f38,202108,392.8496774
d2cc5cc78ce1267c91bf,202103,13624.18919
d2cc5cc78ce1267c91bf,202104,4668.262
7b2edbc0f5914c39c8ba,202107,4055.512258
f2c35f53ca42ffef5038,202108,62439.60903
7b2edbc0f5914c39c8ba,202108,4192.65871
127b51c0815a4a781478,202106,162.11
32a84d00ac35c24b4d8b,202105,3003.591226
127b51c0815a4a781478,202107,183.2945484
72f1a7a93076f53c2d1b,202106,2342.2853
32a84d00ac35c24b4d8b,202106,3873.0799
127b51c0815a4a781478,202108,200.5734516
72f1a7a93076f53c2d1b,202107,3179.673323
32a84d00ac35c24b4d8b,202107,4254.490839
3e44508f9ca40ac39583,202106,1303.06
72f1a7a93076f53c2d1b,202108,3566.744
32a84d00ac35c24b4d8b,202108,4459.125742
3e44508f9ca40ac39583,202107,1038.290323
8c4c0d0e05e289b8b81f,202103,4867.155806
3e44508f9ca40ac39583,202108,985.6012903
0a4f19ffd44a37173b6b,202103,1842.727871
8c4c0d0e05e289b8b81f,202104,4934.2835
0a4f19ffd44a37173b6b,202104,1304.661333
985d8ccaa29d14f71fc2,202105,84001.82065
0a4f19ffd44a37173b6b,202105,1290.267871
8c4c0d0e05e289b8b81f,202105,3751.969194
985d8ccaa29d14f71fc2,202106,88904.0
985d8ccaa29d14f71fc2,202107,76335.56645
80d93db5a553bfe0bc5f,202108,984.2840645
985d8ccaa29d14f71fc2,202108,74880.41935
e5e51fe095b321acc7ca,202106,3531.5155
d5e6640de57cb3271886,202104,370149.376
feb3c75bbd3f433cf7ea,202108,8215.62129
d5e6640de57cb3271886,202105,289479.7484
f68e635f36556b3be65f,202103,1271.245581
b5aff901d29040e1aeff,202107,6507.876774
f68e635f36556b3be65f,202104,1303.860667
b5aff901d29040e1aeff,202108,8166.031613
f68e635f36556b3be65f,202105,969.7170968
ccb6c8244cf225ed3e14,202103,7683.307097
71ffb8a8a8af533f9770,202103,4563.457774
f68e635f36556b3be65f,202106,848.0811667
71ffb8a8a8af533f9770,202104,4328.7393
f68e635f36556b3be65f,202107,838.4206774
71ffb8a8a8af533f9770,202105,4221.405226
f68e635f36556b3be65f,202108,746.5635484
71ffb8a8a8af533f9770,202106,1387.049933
a589033d2bedcafe4c4b,202103,1964549.316
71ffb8a8a8af533f9770,202107,3731.319742
a589033d2bedcafe4c4b,202104,1736748.06
a589033d2bedcafe4c4b,202105,1673106.133
a589033d2bedcafe4c4b,202106,1800953.52
a589033d2bedcafe4c4b,202107,1719336.11
69ceeb41472aa601ae34,202103,6799.061161
69ceeb41472aa601ae34,202104,5353.5526
69ceeb41472aa601ae34,202105,3735.581355
69ceeb41472aa601ae34,202106,2772.1232
69ceeb41472aa601ae34,202107,3573.330129
69ceeb41472aa601ae34,202108,3528.699419
408fb276da43b61121b7,202103,1186.245774
408fb276da43b61121b7,202104,952.1678333
408fb276da43b61121b7,202105,785.9253548
fd68c825ee2b665b7bf7,202103,156.7175806
c3719160339bf0861363,202106,1470.679567
2e9c7bfacf9408b53a92,202104,5699.720833
e5e51fe095b321acc7ca,202107,4151.785968
2e9c7bfacf9408b53a92,202105,5319.855323
772bc50c2254b42e748d,202103,980.4486129
e5e51fe095b321acc7ca,202108,3966.405806
2e9c7bfacf9408b53a92,202106,5954.533
b1635c444967f88f7521,202103,415.7849032
2e9c7bfacf9408b53a92,202107,6750.40129
772bc50c2254b42e748d,202104,801.1621
b1635c444967f88f7521,202104,371.4443
772bc50c2254b42e748d,202105,646.2606774
fd68c825ee2b665b7bf7,202104,100.6188
c3719160339bf0861363,202107,1931.214452
b1635c444967f88f7521,202105,365.6140968
fd68c825ee2b665b7bf7,202105,78.92377419
b1635c444967f88f7521,202106,593.5092
fd68c825ee2b665b7bf7,202106,136.8089333
466b19ea57c0c89b3d63,202103,319.821129
b1635c444967f88f7521,202107,807.9695161
fd68c825ee2b665b7bf7,202107,163.0325161
466b19ea57c0c89b3d63,202104,603.0371333
b1635c444967f88f7521,202108,660.2465161
fd68c825ee2b665b7bf7,202108,155.0516774
772bc50c2254b42e748d,202106,683.1838667
ccb6c8244cf225ed3e14,202104,7419.753
ccb6c8244cf225ed3e14,202105,10134.50935
ccb6c8244cf225ed3e14,202106,10251.711
ccb6c8244cf225ed3e14,202107,10124.04903
ccb6c8244cf225ed3e14,202108,11084.07419
351a4dc1d694732711d6,202106,3572.789867
1f7a1838769732254eca,202103,14274.86
9295ab38922e446c5611,202103,23506.28839
9295ab38922e446c5611,202104,20257.242
e6d698f7ffbaf908956d,202103,1303.517613
9295ab38922e446c5611,202105,17876.31032
e6d698f7ffbaf908956d,202104,1190.566333
598dc22e75d85911d2d0,202105,1173.151
1f7a1838769732254eca,202104,13067.25533
598dc22e75d85911d2d0,202106,1311.987433
1f7a1838769732254eca,202105,12536.89677
c3719160339bf0861363,202108,2081.184484
1f7a1838769732254eca,202106,11166.47267
1f7a1838769732254eca,202107,12026.27806
1f7a1838769732254eca,202108,13355.90129
e6d698f7ffbaf908956d,202105,764.3073548
598dc22e75d85911d2d0,202107,1008.265323
e6d698f7ffbaf908956d,202106,572.9320667
598dc22e75d85911d2d0,202108,1305.687161
10617e7154ecd35ef65b,202103,455.9602903
e6d698f7ffbaf908956d,202107,554.2873226
10617e7154ecd35ef65b,202104,488.7019333
e6d698f7ffbaf908956d,202108,542.1610968
65fc666c26f9858efcbe,202103,8777.379355
10617e7154ecd35ef65b,202105,453.4420645
10617e7154ecd35ef65b,202106,528.5751333
351a4dc1d694732711d6,202107,3201.058871
351a4dc1d694732711d6,202108,3900.931935
0066c5a5ecdbde6bb163,202105,31.0
0066c5a5ecdbde6bb163,202106,30.0
0066c5a5ecdbde6bb163,202107,31.0
0066c5a5ecdbde6bb163,202108,31.0
8c4c0d0e05e289b8b81f,202106,4782.9575
31b53484e57bd0d5e738,202103,2322.391774
2e9c7bfacf9408b53a92,202108,5660.009516
31b53484e57bd0d5e738,202104,2728.0465
8c4c0d0e05e289b8b81f,202107,3527.653387
8c4c0d0e05e289b8b81f,202108,4706.764194
056e777949bbd14bddc9,202103,157.5311613
056e777949bbd14bddc9,202104,94.09336667
056e777949bbd14bddc9,202105,92.09603226
056e777949bbd14bddc9,202106,111.9082
056e777949bbd14bddc9,202107,156.8338065
056e777949bbd14bddc9,202108,163.8848387
875ec37e76cb9f95d13e,202103,828.3090323
875ec37e76cb9f95d13e,202104,924.745
d2cc5cc78ce1267c91bf,202105,10639.51048
875ec37e76cb9f95d13e,202105,1059.598387
d2cc5cc78ce1267c91bf,202106,11861.051
875ec37e76cb9f95d13e,202106,996.805
875ec37e76cb9f95d13e,202107,1287.982097
d2cc5cc78ce1267c91bf,202107,12345.12419
875ec37e76cb9f95d13e,202108,1435.007742
d2cc5cc78ce1267c91bf,202108,13022.72065
db368e37a0cfe8d163c9,202103,3614.241613
db368e37a0cfe8d163c9,202104,3408.413
db368e37a0cfe8d163c9,202105,3262.077419
77edd4a6a9ef50e4467c,202106,2050.482333
77edd4a6a9ef50e4467c,202107,1622.13129
77edd4a6a9ef50e4467c,202108,1963.060323
44f2698b3774608ed395,202103,14140.61919
44f2698b3774608ed395,202104,9865.069067
44f2698b3774608ed395,202105,12802.8989
71ffb8a8a8af533f9770,202108,2658.206871
5cc8016418fbee7eb205,202103,47359.69806
0a4f19ffd44a37173b6b,202106,1700.030533
d5e6640de57cb3271886,202106,510503.04
0a4f19ffd44a37173b6b,202107,1996.920774
0a4f19ffd44a37173b6b,202108,1972.900774
5cc8016418fbee7eb205,202104,45549.50133
5cc8016418fbee7eb205,202105,40630.99871
5cc8016418fbee7eb205,202106,34479.484
5cc8016418fbee7eb205,202107,37319.33806
5cc8016418fbee7eb205,202108,41794.80645
5409a5945bde355b88cd,202103,6194.33829
5409a5945bde355b88cd,202104,4120.565967
d5e6640de57cb3271886,202107,588201.7665
d5e6640de57cb3271886,202108,505560.569
8a019e98b2cd3eda2522,202103,1639.565161
c933e711b17275e43f54,202103,1341.639677
c933e711b17275e43f54,202104,5152.265
8a019e98b2cd3eda2522,202104,2825.928
c933e711b17275e43f54,202105,5686.935161
8a019e98b2cd3eda2522,202105,1751.141935
8a019e98b2cd3eda2522,202106,3099.756
e7d12656eb8bac9f7b9e,202103,73609.76135
44f2698b3774608ed395,202106,11545.9086
bb10d3aebbe2efa1d1f8,202106,357130.536
8a019e98b2cd3eda2522,202107,3285.322581
e7d12656eb8bac9f7b9e,202104,57024.09553
e7d12656eb8bac9f7b9e,202105,56355.45926
a589033d2bedcafe4c4b,202108,1023994.302
85401ee6b5c0417f7e48,202103,11329.31065
85401ee6b5c0417f7e48,202104,9352.562333
9295ab38922e446c5611,202106,17141.848
85401ee6b5c0417f7e48,202105,11762.8329
6b2577cd97556e1c7c47,202103,210379.5639
408fb276da43b61121b7,202106,1000.007667
44f2698b3774608ed395,202107,11093.411
408fb276da43b61121b7,202107,1451.628032
44f2698b3774608ed395,202108,10356.77184
408fb276da43b61121b7,202108,1619.380613
6efc4299f5e84b5d67c0,202103,84785.95742
ea0e8b8ee06376fc9a11,202103,18055.29806
31b53484e57bd0d5e738,202105,2069.019516
566fec7e763460707a07,202103,6263.027742
31b53484e57bd0d5e738,202106,2407.3795
566fec7e763460707a07,202104,5874.866667
31b53484e57bd0d5e738,202107,1481.498065
566fec7e763460707a07,202105,6022.827742
31b53484e57bd0d5e738,202108,1505.324355
3e3680eac8f1a521dbdc,202103,316.4118387
566fec7e763460707a07,202106,5516.168
bb10d3aebbe2efa1d1f8,202107,361311.9458
566fec7e763460707a07,202107,4063.260645
6b2577cd97556e1c7c47,202104,212345.9827
ea0e8b8ee06376fc9a11,202104,15325.936
566fec7e763460707a07,202108,6168.497419
6b2577cd97556e1c7c47,202105,222355.471
ea0e8b8ee06376fc9a11,202105,17608.99097
f1a64db3d84a17794e2c,202103,4474.312581
6b2577cd97556e1c7c47,202106,225292.7627
ea0e8b8ee06376fc9a11,202106,10810.176
f1a64db3d84a17794e2c,202104,4741.523
6b2577cd97556e1c7c47,202107,254323.7665
3e3680eac8f1a521dbdc,202104,83.64466667
f1a64db3d84a17794e2c,202105,3005.799516
075133f55ba75b3bd96d,202103,12299.79613
075133f55ba75b3bd96d,202104,11770.17533
db368e37a0cfe8d163c9,202106,3255.886
e6daf00fada6a6c0c246,202103,2086.608355
5d638b3fb72c2f53bb2b,202103,5430.850968
db368e37a0cfe8d163c9,202107,2468.255161
e6daf00fada6a6c0c246,202104,1358.986567
075133f55ba75b3bd96d,202105,12703.4871
85401ee6b5c0417f7e48,202106,16460.881
e6daf00fada6a6c0c246,202105,767.9103548
075133f55ba75b3bd96d,202106,14620.54867
075133f55ba75b3bd96d,202107,14661.50452
075133f55ba75b3bd96d,202108,14343.04581
2b92e7692f3703eda1d7,202103,12164.54803
c27ebb32ef9b6140de72,202103,1310.219968
dcaa6679f81aa639cced,202103,2029.618968
2b92e7692f3703eda1d7,202104,11435.6568
c27ebb32ef9b6140de72,202104,984.5948333
dcaa6679f81aa639cced,202104,1891.7902
2b92e7692f3703eda1d7,202105,8928.240452
c27ebb32ef9b6140de72,202105,733.5075161
85401ee6b5c0417f7e48,202107,14969.5029
5d638b3fb72c2f53bb2b,202104,5696.318
85401ee6b5c0417f7e48,202108,14935.02258
5d638b3fb72c2f53bb2b,202105,5571.096774
5d638b3fb72c2f53bb2b,202106,6154.299333
2b92e7692f3703eda1d7,202106,12030.31193
bb10d3aebbe2efa1d1f8,202108,333171.3535
2b92e7692f3703eda1d7,202107,11921.6361
40a623e691077618cfb6,202103,719.792871
6efc4299f5e84b5d67c0,202104,90992.13867
2b92e7692f3703eda1d7,202108,12684.30984
40a623e691077618cfb6,202104,509.1589667
6efc4299f5e84b5d67c0,202105,99495.49548
772bc50c2254b42e748d,202107,674.7747419
40a623e691077618cfb6,202105,501.4045806
6efc4299f5e84b5d67c0,202106,109663.6853
772bc50c2254b42e748d,202108,595.47
40a623e691077618cfb6,202106,805.2455
6efc4299f5e84b5d67c0,202107,121531.9084
40a623e691077618cfb6,202107,865.3850645
65fc666c26f9858efcbe,202104,9875.798
6efc4299f5e84b5d67c0,202108,118364.3677
db368e37a0cfe8d163c9,202108,2449.659032
65fc666c26f9858efcbe,202105,10794.28452
65fc666c26f9858efcbe,202106,13486.80467
466b19ea57c0c89b3d63,202105,1150.409484
68cc1c388cd97c4bc048,202103,385391.8021
65fc666c26f9858efcbe,202107,11401.75806
68cc1c388cd97c4bc048,202104,394515.8645
466b19ea57c0c89b3d63,202106,1641.9822
68cc1c388cd97c4bc048,202105,430341.3579
466b19ea57c0c89b3d63,202107,1900.259645
68cc1c388cd97c4bc048,202106,478916.7
68cc1c388cd97c4bc048,202107,490252.623
fde30bd93c8643a25006,202103,10919.42097
3e3680eac8f1a521dbdc,202105,67.5723871
e6daf00fada6a6c0c246,202106,832.5482333
3e3680eac8f1a521dbdc,202106,75.7581
65fc666c26f9858efcbe,202108,13755.71806
466b19ea57c0c89b3d63,202108,1837.342742
e6daf00fada6a6c0c246,202107,673.4962581
e6daf00fada6a6c0c246,202108,548.5922581
10617e7154ecd35ef65b,202107,575.634129
10617e7154ecd35ef65b,202108,416.1335806
fde30bd93c8643a25006,202104,7273.231
fde30bd93c8643a25006,202105,6500.903226
5409a5945bde355b88cd,202105,6623.289
c9676a64dcb58d9e5ac2,202103,226.7242581
c9676a64dcb58d9e5ac2,202104,214.1533333
c9676a64dcb58d9e5ac2,202105,224.3222581
c9676a64dcb58d9e5ac2,202106,238.0932667
c9676a64dcb58d9e5ac2,202107,641.0692581
0329ec5513bb5759459b,202103,2891.898226
5409a5945bde355b88cd,202106,6972.300433
5409a5945bde355b88cd,202107,7994.327355
5409a5945bde355b88cd,202108,8794.89071
c6182808842c36d8720e,202103,12635.10758
70166b21d04f3151d24d,202103,81668.20016
3e3680eac8f1a521dbdc,202107,72.4926129
68cc1c388cd97c4bc048,202108,540021.5981
d890b6cda2a2b725b465,202103,4212.959484
d890b6cda2a2b725b465,202104,2852.8304
d890b6cda2a2b725b465,202105,2499.713613
70166b21d04f3151d24d,202104,83039.11667
8a019e98b2cd3eda2522,202108,3131.904516
ec5e25ac26abe7d88cf9,202103,1533.799677
70166b21d04f3151d24d,202105,80192.90726
2298dbdace382612a6ab,202103,28796.11226
ec5e25ac26abe7d88cf9,202104,1391.934
70166b21d04f3151d24d,202106,70409.801
2298dbdace382612a6ab,202104,26568.89733
9295ab38922e446c5611,202107,20254.29032
2298dbdace382612a6ab,202105,15250.38194
9295ab38922e446c5611,202108,18566.69161
375d66f078e1ed2aa12c,202103,361.8173871
2298dbdace382612a6ab,202106,18350.85467
375d66f078e1ed2aa12c,202104,193.7763667
ec5e25ac26abe7d88cf9,202105,1026.474032
ec5e25ac26abe7d88cf9,202106,1228.598
375d66f078e1ed2aa12c,202105,171.2458065
375d66f078e1ed2aa12c,202106,213.8731
c27ebb32ef9b6140de72,202106,1162.743167
f1a64db3d84a17794e2c,202106,3108.163
c27ebb32ef9b6140de72,202107,1444.848194
ec5e25ac26abe7d88cf9,202107,757.9924194
c27ebb32ef9b6140de72,202108,1430.668645
ec5e25ac26abe7d88cf9,202108,563.3141935
dcaa6679f81aa639cced,202105,1828.315871
f1a64db3d84a17794e2c,202107,3133.066774
375d66f078e1ed2aa12c,202107,341.0904516
375d66f078e1ed2aa12c,202108,327.2595806
421ad7319481ee322ef9,202103,188976.969
ea0e8b8ee06376fc9a11,202107,11704.72
e7d12656eb8bac9f7b9e,202106,50688.26007
ea0e8b8ee06376fc9a11,202108,15423.94581
e7d12656eb8bac9f7b9e,202107,38446.03103
b43e99c86d91e58e5a48,202103,1887.009903
e7d12656eb8bac9f7b9e,202108,49479.69552
b43e99c86d91e58e5a48,202104,1728.654367
b43e99c86d91e58e5a48,202105,1695.857194
2e6581331f17f11167c3,202103,4420.616258
b43e99c86d91e58e5a48,202106,1952.9211
2e6581331f17f11167c3,202104,1896.2339
b43e99c86d91e58e5a48,202107,1932.299226
2e6581331f17f11167c3,202105,3772.30871
b43e99c86d91e58e5a48,202108,1910.216323
82a571895d8969e34518,202103,92.9096129
99ac1428de90a4df7dbb,202105,87.83441935
40a623e691077618cfb6,202108,714.1752903
99ac1428de90a4df7dbb,202106,470.3266333
dcaa6679f81aa639cced,202106,2161.5348
6b2577cd97556e1c7c47,202108,260485.2839
f1a64db3d84a17794e2c,202108,3224.885161
ef988db3a5ecc5d4abda,202103,2850.366871
2298dbdace382612a6ab,202107,20403.05935
6377484aeec6e5c2fa3d,202103,3475.003097
70166b21d04f3151d24d,202107,67926.04823
5d638b3fb72c2f53bb2b,202107,5854.687742
ef988db3a5ecc5d4abda,202104,2792.620267
5d638b3fb72c2f53bb2b,202108,6440.465806
70166b21d04f3151d24d,202108,70082.42435
c933e711b17275e43f54,202106,9039.101333
c6182808842c36d8720e,202104,13220.583
c933e711b17275e43f54,202107,25026.90935
c6182808842c36d8720e,202105,13151.15016
c933e711b17275e43f54,202108,26570.38806
c6182808842c36d8720e,202106,12286.205
c6182808842c36d8720e,202107,13834.5579
99ac1428de90a4df7dbb,202107,452.5897419
fde30bd93c8643a25006,202106,8700.819667
ef988db3a5ecc5d4abda,202105,2784.931742
ef988db3a5ecc5d4abda,202106,2994.868667
04ebc85225169e8644e0,202103,178.8004839
04ebc85225169e8644e0,202104,123.5579
6377484aeec6e5c2fa3d,202104,1361.989067
2298dbdace382612a6ab,202108,23084.00129
04ebc85225169e8644e0,202105,103.4474194
bd182ae012aa7906ab83,202103,50653.18874
04ebc85225169e8644e0,202106,144.5754
bd182ae012aa7906ab83,202104,50523.8832
04ebc85225169e8644e0,202107,195.9631613
12dd96318e02e875d50a,202103,19214.92168
bd182ae012aa7906ab83,202105,50160.19761
dcaa6679f81aa639cced,202107,2244.404258
dcaa6679f81aa639cced,202108,2136.081806
12a93caeadf800c5b1ed,202103,1164167.274
12a93caeadf800c5b1ed,202104,1315000.096
12a93caeadf800c5b1ed,202105,1180122.752
12dd96318e02e875d50a,202104,22485.65747
488ec6d9a00c2840ace7,202103,1251.797129
6377484aeec6e5c2fa3d,202105,2300.967484
488ec6d9a00c2840ace7,202104,1206.3795
6377484aeec6e5c2fa3d,202106,4995.094133
488ec6d9a00c2840ace7,202105,1232.271194
6377484aeec6e5c2fa3d,202107,425.2379355
488ec6d9a00c2840ace7,202106,1316.3911
488ec6d9a00c2840ace7,202107,1581.026097
12a93caeadf800c5b1ed,202106,900914.512
d890b6cda2a2b725b465,202106,4806.817367
6377484aeec6e5c2fa3d,202108,1384.488258
d890b6cda2a2b725b465,202107,6454.025484
fde30bd93c8643a25006,202107,8970.817839
d890b6cda2a2b725b465,202108,5207.50371
fde30bd93c8643a25006,202108,11128.00755
421ad7319481ee322ef9,202104,188226.7
8806a1316d60d8aa735c,202103,31.0
421ad7319481ee322ef9,202105,163105.1045
8806a1316d60d8aa735c,202104,30.0
12dd96318e02e875d50a,202105,22026.50142
8806a1316d60d8aa735c,202105,31.0
04ebc85225169e8644e0,202108,177.9869032
c9676a64dcb58d9e5ac2,202108,1006.250742
c06807fd832c7e83e29b,202103,80264.46361
509aca479d0f206dc94e,202103,3910.694903
c06807fd832c7e83e29b,202104,93997.9214
509aca479d0f206dc94e,202104,4529.146167
77d6b8f7c1f11a7e076b,202103,5221.334581
ef988db3a5ecc5d4abda,202107,2488.710903
b69cc62c99a104028222,202103,4385.438581
509aca479d0f206dc94e,202105,4031.259806
77d6b8f7c1f11a7e076b,202104,4577.546467
ef988db3a5ecc5d4abda,202108,2271.446129
b69cc62c99a104028222,202104,4319.8519
509aca479d0f206dc94e,202106,5073.999833
77d6b8f7c1f11a7e076b,202105,3964.778645
509aca479d0f206dc94e,202107,6198.871097
77d6b8f7c1f11a7e076b,202106,3818.834733
509aca479d0f206dc94e,202108,6391.922161
c06807fd832c7e83e29b,202105,92717.86506
77d6b8f7c1f11a7e076b,202107,4213.656839
3e3680eac8f1a521dbdc,202108,79.85358065
263113d06621938cd5e1,202103,265.0012903
8806a1316d60d8aa735c,202106,30.0
263113d06621938cd5e1,202104,145.8965
8806a1316d60d8aa735c,202107,155.6715484
263113d06621938cd5e1,202105,43.04874194
77d6b8f7c1f11a7e076b,202108,3639.695065
1e2412db490cc62e3093,202103,16195.68516
421ad7319481ee322ef9,202106,175174.232
8806a1316d60d8aa735c,202108,378.1664839
246b302e09798129fd38,202103,61562.49161
0fbbceedcaf870990129,202103,7790.46729
246b302e09798129fd38,202104,55271.99667
246b302e09798129fd38,202105,31413.51742
421ad7319481ee322ef9,202107,179581.2748
82a571895d8969e34518,202104,79.20096667
47cd0bc6193ee00e97be,202103,3913.716774
82a571895d8969e34518,202105,71.79525806
82a571895d8969e34518,202106,90.93073333
47cd0bc6193ee00e97be,202104,3680.119233
82a571895d8969e34518,202107,80.43470968
c6182808842c36d8720e,202108,12636.85097
0329ec5513bb5759459b,202104,1979.8235
0329ec5513bb5759459b,202105,2105.049516
0329ec5513bb5759459b,202106,2453.0175
0329ec5513bb5759459b,202107,2747.778226
6286d95fa54c5e4322f4,202103,37467.33226
6286d95fa54c5e4322f4,202104,16020.114
6286d95fa54c5e4322f4,202105,15656.39742
263113d06621938cd5e1,202106,57.18263333
263113d06621938cd5e1,202107,100.7742258
6286d95fa54c5e4322f4,202106,24098.04
6286d95fa54c5e4322f4,202107,30772.72581
2e6581331f17f11167c3,202106,4860.7823
2e6581331f17f11167c3,202107,4404.770806
43043ada49d87503310d,202103,3168.980548
82a571895d8969e34518,202108,83.96022581
263113d06621938cd5e1,202108,140.4459677
43043ada49d87503310d,202104,3804.702967
602cbfaf9bf6d96adb54,202103,96.47387097
9dc02e1e3414d0fcdc2d,202103,10146.09319
43043ada49d87503310d,202105,3648.954387
602cbfaf9bf6d96adb54,202104,76.03833333
9dc02e1e3414d0fcdc2d,202104,7368.7105
421ad7319481ee322ef9,202108,179055.9342
43043ada49d87503310d,202106,3503.6523
602cbfaf9bf6d96adb54,202105,67.80483871
8ce2bc19b5332db54b58,202103,2323.747742
43043ada49d87503310d,202107,2922.775548
602cbfaf9bf6d96adb54,202106,73.63633333
2e6581331f17f11167c3,202108,5430.850968
8ce2bc19b5332db54b58,202104,1957.605
b0e75af4b7ee26f50d0d,202103,3537.532581
8a77e957fd90eb1eac2e,202103,8883.919677
5d9b9db32c301a4c821e,202103,3838.557419
8ce2bc19b5332db54b58,202105,1826.30129
b0e75af4b7ee26f50d0d,202104,3363.976
8a77e957fd90eb1eac2e,202104,7735.616
5d9b9db32c301a4c821e,202104,3275.102
0329ec5513bb5759459b,202108,2698.963387
6286d95fa54c5e4322f4,202108,29968.44323
8a77e957fd90eb1eac2e,202105,7350.90129
5d9b9db32c301a4c821e,202105,2013.812258
8a77e957fd90eb1eac2e,202106,5649.479
5d9b9db32c301a4c821e,202106,1926.379
8a77e957fd90eb1eac2e,202107,5578.457742
5d9b9db32c301a4c821e,202107,2544.964194
8a77e957fd90eb1eac2e,202108,6419.932581
5d9b9db32c301a4c821e,202108,3113.308387
4a851214fc750a3826bc,202103,147744.7019
4a851214fc750a3826bc,202104,151423.256
4a851214fc750a3826bc,202105,121498.5903
bd182ae012aa7906ab83,202106,42522.38083
bd182ae012aa7906ab83,202107,32389.93042
bd182ae012aa7906ab83,202108,25996.54252
99ac1428de90a4df7dbb,202108,421.0150645
b7b7f84a68d3b2d0fbd5,202103,3326.544
b7b7f84a68d3b2d0fbd5,202104,2742.4585
b7b7f84a68d3b2d0fbd5,202105,3025.829097
b7b7f84a68d3b2d0fbd5,202106,3720.112533
b7b7f84a68d3b2d0fbd5,202107,2796.593065
5884278d7758ea0c49ff,202103,3508.514871
b7b7f84a68d3b2d0fbd5,202108,1820.644968
7055bd97b1cc783acdaa,202103,1362.71529
5884278d7758ea0c49ff,202104,3267.215433
0bd0446973ecc232fdd5,202103,1752.575387
b69cc62c99a104028222,202105,4566.208452
b69cc62c99a104028222,202106,3885.890567
0bd0446973ecc232fdd5,202104,1349.698833
b69cc62c99a104028222,202107,3336.810613
0bd0446973ecc232fdd5,202105,1034.338645
b69cc62c99a104028222,202108,3443.23471
ab2f1a95bc75b775ef0f,202103,68.65716129
0bd0446973ecc232fdd5,202106,985.8759
ab2f1a95bc75b775ef0f,202104,54.2602
8ce2bc19b5332db54b58,202106,2406.378667
ab2f1a95bc75b775ef0f,202105,45.02458065
c06807fd832c7e83e29b,202106,106300.6451
b0e75af4b7ee26f50d0d,202105,2471.741935
c06807fd832c7e83e29b,202107,96742.18361
9bbe05ef5c764834cba3,202103,1880.423774
c06807fd832c7e83e29b,202108,105872.573
96ecb57aa52814ab7671,202103,1243.893774
9bbe05ef5c764834cba3,202104,2407.299433
9bbe05ef5c764834cba3,202105,2590.718419
96ecb57aa52814ab7671,202104,917.5790333
7055bd97b1cc783acdaa,202104,1442.8564
12a93caeadf800c5b1ed,202107,1047024.058
5884278d7758ea0c49ff,202105,983.4704839
12dd96318e02e875d50a,202106,21029.0046
12dd96318e02e875d50a,202107,19886.74558
12dd96318e02e875d50a,202108,23851.98268
46cdfd7d23a1d58b517d,202103,2257.886452
46cdfd7d23a1d58b517d,202104,2736.653667
f102ff7f1b15c597f079,202103,2377653.025
46cdfd7d23a1d58b517d,202105,845.7429032
46cdfd7d23a1d58b517d,202106,1735.42
f102ff7f1b15c597f079,202104,3215763.547
46cdfd7d23a1d58b517d,202107,5666.014516
f102ff7f1b15c597f079,202105,2634116.889
46cdfd7d23a1d58b517d,202108,7700.353548
